TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-24 21:44:05,1771969445445,appstoreposition.com/api/cron/sendEmails,GET,,200,v58hj-1771969445445-30327c244b4d,curl/8.7.1,,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,dpl_8pyxybno6RDYPPTWwHWrXCRh9naq,779,iad1,288,2048,,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,01KJ8SQZVX6TS8XGX02PXGA8ZW,kn0GCxBQcnpo,1
2026-02-24 21:40:11,1771969211522,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app/icon.png,GET,0e33e7595228f557,200,6f8c6-1771969211522-c5396d88b95c,node,,production,main,HIT,static,/icon.png,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,dpl_8pyxybno6RDYPPTWwHWrXCRh9naq,8,sfo1,,,,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:40:11,1771969211232,appstoreposition.com/opengraph-image,GET,0935435c687755e4,200,tr7g4-1771969211232-2f888145c9b1,vercel-favicon/1.0,,production,main,HIT,static,/opengraph-image,appstoreposition.com,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,dpl_8pyxybno6RDYPPTWwHWrXCRh9naq,10,sfo1,,,,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:40:09,1771969209679,appstoreposition.com/opengraph-image,GET,0935435c687755e4,200,4kx2m-1771969209679-55caac1e8684,vercel-favicon/1.0,,production,main,MISS,function,/opengraph-image,appstoreposition.com,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,dpl_8pyxybno6RDYPPTWwHWrXCRh9naq,1242,sfo1,412,2048,,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,01KJ8SGSFQREMMHEYZZFMGS31Q,wohiYIy2NCOC,1
2026-02-24 21:40:08,1771969208958,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app/icon.png,GET,0e33e7595228f557,200,rs8tm-1771969208958-9b413cc03b47,vercel-favicon/1.0,,production,main,HIT,static,/icon.png,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,dpl_8pyxybno6RDYPPTWwHWrXCRh9naq,46,sfo1,,,,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:40:08,1771969208910,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app/,GET,,200,kx78v-1771969208910-3c676aceb349,vercel-favicon/1.0,,production,main,HIT,static,/,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,dpl_8pyxybno6RDYPPTWwHWrXCRh9naq,11,sfo1,,,,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:12,1771969152689,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app/icon.png,GET,0e33e7595228f557,200,dkwgl-1771969152689-54eba58e7557,vercel-screenshot/1.0,,production,main,PRERENDER,static,/icon.png,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,dpl_8pyxybno6RDYPPTWwHWrXCRh9naq,230,sfo1,,,,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:12,1771969152687,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app/icon.png,GET,0e33e7595228f557,200,47t4w-1771969152687-770c0fbc1453,vercel-screenshot/1.0,,production,main,PRERENDER,static,/icon.png,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,dpl_8pyxybno6RDYPPTWwHWrXCRh9naq,222,sfo1,,,,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:12,1771969152294,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app/,GET,,200,k8fhb-1771969152294-0448df2e2607,vercel-screenshot/1.0,,production,main,HIT,static,/,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,dpl_8pyxybno6RDYPPTWwHWrXCRh9naq,13,sfo1,,,,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:12,1771969152233,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app/,GET,,200,c4zlf-1771969152233-d857e155a165,vercel-screenshot/1.0,,production,main,HIT,static,/,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,dpl_8pyxybno6RDYPPTWwHWrXCRh9naq,146,sfo1,,,,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:11,1771969151816,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app/,GET,,200,24k9p-1771969151816-405c5fb017ed,vercel-screenshot/1.0,,production,main,PRERENDER,static,/,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,dpl_8pyxybno6RDYPPTWwHWrXCRh9naq,355,sfo1,,,,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:11,1771969151807,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app/,GET,,200,knql5-1771969151807-338ebcf1a097,vercel-screenshot/1.0,,production,main,PRERENDER,static,/,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,app-store-notifier-5vhy1ll0l-oleg-gibersteins-projects.vercel.app,dpl_8pyxybno6RDYPPTWwHWrXCRh9naq,350,sfo1,,,,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:09,1771969149484,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,info,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,,,,,Cron job sendEmails started...,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:09,1771969149484,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,info,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,,,,,Fetching Top Free Finance chart from SerpApi...,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:15,1771969155030,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,info,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,,,,,Successfully fetched and mapped 186 apps from the chart.,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:15,1771969155086,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,info,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,,,,,Loaded 2 rankings from yesterday for daily comparison.,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:15,1771969155099,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,info,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,,,,,Loaded 2 rankings from last week for weekly comparison.,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:15,1771969155238,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,info,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,,,,,Saved today's rankings for 5 tracked apps.,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:15,1771969155244,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,info,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,,,,,Found subscriptions for 2 distinct email(s) to process.,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:15,1771969155244,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,info,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,,,,,Processing email: ogiberstein@gmail.com,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:15,1771969155374,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,info,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,,,,,Email sent successfully to ogiberstein@gmail.com. ID: 0a4b5443-a55c-4f69-83d9-c7a007be7048,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:15,1771969155374,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,info,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,,,,,Email sent to ogiberstein@gmail.com,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:15,1771969155374,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,info,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,,,,,Processing email: philip.paetz@me.com,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:15,1771969155514,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,info,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,,,,,Email sent successfully to philip.paetz@me.com. ID: fc9bc364-61c0-4ad2-81de-92ff691b2eb2,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:15,1771969155514,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,info,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,,,,,Email sent to philip.paetz@me.com,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:15,1771969155514,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,info,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,,,,,Cron job completed. Emails sent: 2. Errors: 0.,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:15,1771969155514,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,info,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,,,,,Cron job finishing.,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
2026-02-24 21:39:08,1771969148256,appstoreposition.com/api/cron/sendEmails,GET,,200,s544w-1771969148256-88cf3ba8e21d,curl/8.7.1,,production,main,MISS,function,/api/cron/sendEmails,appstoreposition.com,appstoreposition.com,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,6412,iad1,277,2048,,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,01KJ8SEXRDVWEYWW02PGTPVKMS,0lObBDatuGXT,1
2026-02-24 21:39:02,1771969142936,appstoreposition.com/,GET,,200,s544w-1771969142936-e80546cb5ae0,curl/8.7.1,,production,main,HIT,static,/,appstoreposition.com,app-store-notifier-r30r25tn0-oleg-gibersteins-projects.vercel.app,dpl_9PFEJwDmS5UHkQe73uTjdJGwRtyX,703,lhr1,,,,prj_EjVRc9EErP4asKTgdTyoPgGPfIvx,,,,,
